condition,seed,regime,bandwidth_multiplier,shift,safe_intensity,unsafe_intensity,evaluations,elapsed_s,sampled_monotonic,right_censored,is_oracle_shift
bandwidth_2x,3,decode_constrained,2.0,4,0.015625,0.019531,8,0.117937,True,False,False
bandwidth_2x,3,prefill_constrained,2.0,-4,0.5625,0.566406,9,1.370829,True,False,False
bandwidth_2x,3,prefill_constrained,2.0,-3,0.566406,0.570312,9,2.128583,True,False,True
bandwidth_2x,3,prefill_constrained,2.0,-2,0.554688,0.558594,9,2.470963,True,False,False
bandwidth_2x,3,prefill_constrained,2.0,-1,0.558594,0.5625,9,2.721734,True,False,False
bandwidth_2x,3,prefill_constrained,2.0,0,0.566406,0.570312,9,2.784186,True,False,True
bandwidth_2x,3,prefill_constrained,2.0,1,0.566406,0.570312,9,2.761119,True,False,True
bandwidth_2x,3,prefill_constrained,2.0,2,0.558594,0.5625,9,2.555361,True,False,False
bandwidth_2x,3,prefill_constrained,2.0,3,0.535156,0.539062,9,1.983303,True,False,False
bandwidth_2x,3,prefill_constrained,2.0,4,0.46875,0.472656,8,1.605439,True,False,False
bandwidth_2x,7,decode_constrained,2.0,-4,0.097656,0.101562,8,0.299322,True,False,True
bandwidth_2x,7,decode_constrained,2.0,-3,0.097656,0.101562,8,0.300503,True,False,True
bandwidth_2x,7,decode_constrained,2.0,-2,0.070312,0.074219,8,0.247684,True,False,False
bandwidth_2x,7,decode_constrained,2.0,-1,0.070312,0.074219,8,0.251319,True,False,False
bandwidth_2x,7,decode_constrained,2.0,0,0.050781,0.054688,8,0.259057,True,False,False
bandwidth_2x,7,decode_constrained,2.0,1,0.050781,0.054688,8,0.258958,True,False,False
bandwidth_2x,7,decode_constrained,2.0,2,0.03125,0.035156,8,0.133701,True,False,False
bandwidth_2x,7,decode_constrained,2.0,3,0.027344,0.03125,8,0.201008,True,False,False
bandwidth_2x,7,decode_constrained,2.0,4,0.011719,0.015625,8,0.134291,True,False,False
bandwidth_2x,7,prefill_constrained,2.0,-4,0.464844,0.46875,8,1.500901,True,False,False
bandwidth_2x,7,prefill_constrained,2.0,-3,0.609375,0.613281,9,1.613882,True,False,False
bandwidth_2x,7,prefill_constrained,2.0,-2,0.613281,0.617188,9,1.90985,True,False,False
bandwidth_2x,7,prefill_constrained,2.0,-1,0.671875,0.675781,9,1.85301,True,False,True
bandwidth_2x,7,prefill_constrained,2.0,0,0.65625,0.660156,9,1.662062,True,False,False
bandwidth_2x,7,prefill_constrained,2.0,1,0.652344,0.65625,9,2.109948,True,False,False
bandwidth_2x,7,prefill_constrained,2.0,2,0.65625,0.660156,9,1.691478,True,False,False
bandwidth_2x,7,prefill_constrained,2.0,3,0.53125,0.535156,9,1.773397,True,False,False
bandwidth_2x,7,prefill_constrained,2.0,4,0.386719,0.390625,8,1.427566,True,False,False
bandwidth_2x,19,decode_constrained,2.0,-4,0.066406,0.070312,8,0.248669,True,False,True
bandwidth_2x,19,decode_constrained,2.0,-3,0.0625,0.066406,8,0.203083,True,False,False
bandwidth_2x,19,decode_constrained,2.0,-2,0.039062,0.042969,8,0.216432,True,False,False
bandwidth_2x,19,decode_constrained,2.0,-1,0.039062,0.042969,8,0.21968,True,False,False
bandwidth_2x,19,decode_constrained,2.0,0,0.027344,0.03125,8,0.234226,True,False,False
bandwidth_2x,19,decode_constrained,2.0,1,0.027344,0.03125,8,0.23098,True,False,False
bandwidth_2x,19,decode_constrained,2.0,2,0.019531,0.023438,8,0.169529,True,False,False
bandwidth_2x,19,decode_constrained,2.0,3,0.019531,0.023438,8,0.170564,True,False,False
bandwidth_2x,19,decode_constrained,2.0,4,0.011719,0.015625,8,0.141537,True,False,False
bandwidth_2x,19,prefill_constrained,2.0,-4,0.453125,0.457031,8,1.099952,True,False,False
bandwidth_2x,19,prefill_constrained,2.0,-3,0.59375,0.597656,9,1.496322,True,False,False
bandwidth_2x,19,prefill_constrained,2.0,-2,0.738281,0.742188,9,2.694868,True,False,False
bandwidth_2x,19,prefill_constrained,2.0,-1,0.75,0.753906,9,2.191808,True,False,True
bandwidth_2x,19,prefill_constrained,2.0,0,0.734375,0.738281,9,2.697321,True,False,False
bandwidth_2x,19,prefill_constrained,2.0,1,0.730469,0.734375,9,2.888873,True,False,False
bandwidth_2x,19,prefill_constrained,2.0,2,0.742188,0.746094,9,2.922031,True,False,False
bandwidth_2x,19,prefill_constrained,2.0,3,0.515625,0.519531,9,1.319718,True,False,False
bandwidth_2x,19,prefill_constrained,2.0,4,0.375,0.378906,8,0.829562,True,False,False
