condition,seed,regime,bandwidth_multiplier,candidate_radius,candidate_count,method,proposed_shift,probe_order,candidate_probe_count,proposed_safe_intensity,uniform_safe_intensity,joint_compute_shift,joint_compute_safe_intensity,oracle_safe_intensity,oracle_shifts,oracle_ratio,oracle_gap_pct,gain_over_uniform_pct,matches_oracle_shift,near_oracle,not_worse_than_uniform,not_worse_than_joint_compute,method_evaluator_calls,exhaustive_evaluator_calls,evaluator_call_reduction_pct,method_runtime_s,exhaustive_runtime_s
bandwidth_1x,19,prefill_constrained,1.0,4,9,coarse_top2,1,"-4,-2,0,2,4,1,3,-1",8,0.597656,0.574219,-2,0.574219,0.597656,1,1.0,0.0,4.081544,True,True,True,True,70,79,11.392405,11.738534,13.241404
bandwidth_1x,19,prefill_constrained,1.0,4,9,coarse_top3,1,"-4,-2,0,2,4,1,3,-1,-3",9,0.597656,0.574219,-2,0.574219,0.597656,1,1.0,0.0,4.081544,True,True,True,True,79,79,0.0,13.241404,13.241404
bandwidth_2x,0,decode_constrained,2.0,4,9,coarse_top1,-4,"-4,-2,0,2,4,-3",6,0.054688,0.03125,-2,0.039062,0.054688,-4,1.0,0.0,75.0016,True,True,True,True,48,72,33.333333,1.172454,1.677209
bandwidth_2x,0,decode_constrained,2.0,4,9,coarse_top2,-4,"-4,-2,0,2,4,-3,-1",7,0.054688,0.03125,-2,0.039062,0.054688,-4,1.0,0.0,75.0016,True,True,True,True,56,72,22.222222,1.371229,1.677209
bandwidth_2x,0,decode_constrained,2.0,4,9,coarse_top3,-4,"-4,-2,0,2,4,-3,-1,1",8,0.054688,0.03125,-2,0.039062,0.054688,-4,1.0,0.0,75.0016,True,True,True,True,64,72,11.111111,1.521776,1.677209
bandwidth_2x,0,prefill_constrained,2.0,4,9,coarse_top1,-1,"-4,-2,0,2,4,-1,1",7,0.691406,0.675781,-2,0.675781,0.691406,-1,1.0,0.0,2.31214,True,True,True,True,62,80,22.5,14.560751,18.646648
bandwidth_2x,0,prefill_constrained,2.0,4,9,coarse_top2,-1,"-4,-2,0,2,4,-1,1,-3",8,0.691406,0.675781,-2,0.675781,0.691406,-1,1.0,0.0,2.31214,True,True,True,True,71,80,11.25,16.432303,18.646648
bandwidth_2x,0,prefill_constrained,2.0,4,9,coarse_top3,-1,"-4,-2,0,2,4,-1,1,-3,3",9,0.691406,0.675781,-2,0.675781,0.691406,-1,1.0,0.0,2.31214,True,True,True,True,80,80,0.0,18.646648,18.646648
bandwidth_2x,1,decode_constrained,2.0,4,9,coarse_top1,-4,"-4,-2,0,2,4,-3",6,0.09375,0.039062,-2,0.046875,0.09375,-4,1.0,0.0,140.003072,True,True,True,True,48,72,33.333333,1.500754,2.116754
bandwidth_2x,1,decode_constrained,2.0,4,9,coarse_top2,-4,"-4,-2,0,2,4,-3,-1",7,0.09375,0.039062,-2,0.046875,0.09375,-4,1.0,0.0,140.003072,True,True,True,True,56,72,22.222222,1.728644,2.116754
bandwidth_2x,1,decode_constrained,2.0,4,9,coarse_top3,-4,"-4,-2,0,2,4,-3,-1,1",8,0.09375,0.039062,-2,0.046875,0.09375,-4,1.0,0.0,140.003072,True,True,True,True,64,72,11.111111,1.939064,2.116754
bandwidth_2x,1,prefill_constrained,2.0,4,9,coarse_top1,0,"-4,-2,0,2,4,-1,1",7,0.941406,0.941406,-2,0.769531,0.941406,0,1.0,0.0,0.0,True,True,True,True,62,80,22.5,15.702176,19.345153
bandwidth_2x,1,prefill_constrained,2.0,4,9,coarse_top2,0,"-4,-2,0,2,4,-1,1,-3",8,0.941406,0.941406,-2,0.769531,0.941406,0,1.0,0.0,0.0,True,True,True,True,71,80,11.25,17.784757,19.345153
bandwidth_2x,1,prefill_constrained,2.0,4,9,coarse_top3,0,"-4,-2,0,2,4,-1,1,-3,3",9,0.941406,0.941406,-2,0.769531,0.941406,0,1.0,0.0,0.0,True,True,True,True,80,80,0.0,19.345153,19.345153
bandwidth_2x,2,decode_constrained,2.0,4,9,coarse_top1,-3,"-4,-2,0,2,4,-3",6,0.089844,0.050781,-2,0.074219,0.089844,"-4,-3",1.0,0.0,76.92444,True,True,True,True,48,72,33.333333,1.693894,2.385811
bandwidth_2x,2,decode_constrained,2.0,4,9,coarse_top2,-3,"-4,-2,0,2,4,-3,-1",7,0.089844,0.050781,-2,0.074219,0.089844,"-4,-3",1.0,0.0,76.92444,True,True,True,True,56,72,22.222222,1.940086,2.385811
bandwidth_2x,2,decode_constrained,2.0,4,9,coarse_top3,-3,"-4,-2,0,2,4,-3,-1,1",8,0.089844,0.050781,-2,0.074219,0.089844,"-4,-3",1.0,0.0,76.92444,True,True,True,True,64,72,11.111111,2.168501,2.385811
bandwidth_2x,2,prefill_constrained,2.0,4,9,coarse_top1,0,"-4,-2,0,2,4,-1,1",7,0.675781,0.675781,-2,0.601562,0.675781,0,1.0,0.0,0.0,True,True,True,True,61,79,22.78481,9.630879,13.021023
bandwidth_2x,2,prefill_constrained,2.0,4,9,coarse_top2,0,"-4,-2,0,2,4,-1,1,3",8,0.675781,0.675781,-2,0.601562,0.675781,0,1.0,0.0,0.0,True,True,True,True,70,79,11.392405,11.726483,13.021023
bandwidth_2x,2,prefill_constrained,2.0,4,9,coarse_top3,0,"-4,-2,0,2,4,-1,1,3,-3",9,0.675781,0.675781,-2,0.601562,0.675781,0,1.0,0.0,0.0,True,True,True,True,79,79,0.0,13.021023,13.021023
bandwidth_2x,3,decode_constrained,2.0,4,9,coarse_top1,-3,"-4,-2,0,2,4,-3",6,0.105469,0.042969,-2,0.058594,0.105469,"-4,-3",1.0,0.0,145.453699,True,True,True,True,48,72,33.333333,1.714501,2.46386
bandwidth_2x,3,decode_constrained,2.0,4,9,coarse_top2,-3,"-4,-2,0,2,4,-3,-1",7,0.105469,0.042969,-2,0.058594,0.105469,"-4,-3",1.0,0.0,145.453699,True,True,True,True,56,72,22.222222,1.993809,2.46386
bandwidth_2x,3,decode_constrained,2.0,4,9,coarse_top3,-3,"-4,-2,0,2,4,-3,-1,1",8,0.105469,0.042969,-2,0.058594,0.105469,"-4,-3",1.0,0.0,145.453699,True,True,True,True,64,72,11.111111,2.250155,2.46386
bandwidth_2x,3,prefill_constrained,2.0,4,9,coarse_top1,0,"-4,-2,0,2,4,-1,1",7,0.566406,0.566406,-2,0.554688,0.566406,"-3,0,1",1.0,0.0,0.0,True,True,True,True,62,80,22.5,16.269632,20.381517
bandwidth_2x,3,prefill_constrained,2.0,4,9,coarse_top2,0,"-4,-2,0,2,4,-1,1,-3",8,0.566406,0.566406,-2,0.554688,0.566406,"-3,0,1",1.0,0.0,0.0,True,True,True,True,71,80,11.25,18.398215,20.381517
bandwidth_2x,3,prefill_constrained,2.0,4,9,coarse_top3,0,"-4,-2,0,2,4,-1,1,-3,3",9,0.566406,0.566406,-2,0.554688,0.566406,"-3,0,1",1.0,0.0,0.0,True,True,True,True,80,80,0.0,20.381517,20.381517
bandwidth_2x,7,decode_constrained,2.0,4,9,coarse_top1,-3,"-4,-2,0,2,4,-3",6,0.097656,0.050781,-2,0.070312,0.097656,"-4,-3",1.0,0.0,92.308147,True,True,True,True,48,72,33.333333,1.37456,2.085844
bandwidth_2x,7,decode_constrained,2.0,4,9,coarse_top2,-3,"-4,-2,0,2,4,-3,-1",7,0.097656,0.050781,-2,0.070312,0.097656,"-4,-3",1.0,0.0,92.308147,True,True,True,True,56,72,22.222222,1.625878,2.085844
bandwidth_2x,7,decode_constrained,2.0,4,9,coarse_top3,-3,"-4,-2,0,2,4,-3,-1,1",8,0.097656,0.050781,-2,0.070312,0.097656,"-4,-3",1.0,0.0,92.308147,True,True,True,True,64,72,11.111111,1.884837,2.085844
